id	M28-0h-1	M28-0h-2	M28-0h-3	M28-1h-1	M28-1h-2	M28-1h-3	M28-2h-1	M28-2h-2	M28-2h-3	M28-4h-1	M28-4h-2	M28-4h-3	M28-8h-1	M28-8h-2	M28-8h-3	K326-0h-1	K326-0h-2	K326-0h-3	K326-1h-1	K326-1h-2	K326-1h-3	K326-2h-1	K326-2h-2	K326-2h-3	K326-4h-1	K326-4h-2	K326-4h-3	K326-8h-1	K326-8h-2	K326-8h-3
class	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326
Nitab4.5_0000471g0100	9.488544	12.411211	11.864757	10.458293	13.74698	9.908834	10.267666	9.495358	11.175063	12.166265	12.641542	10.686936	12.592466	13.137378	16.23534	7.035004	8.447366	8.408456	6.749717	8.759018	6.904453	9.143161	9.777821	9.317589	7.691942	8.956061	6.109034	8.702831	11.490627	10.511776
Nitab4.5_0000002g0180	6.041749	5.152998	5.650367	6.364979	7.842281	7.63698	6.49858	7.429353	6.450144	6.987571	7.932927	6.459546	8.471042	8.868856	10.53012	5.243693	4.88363	6.052333	7.081324	6.384822	4.081932	6.75256	6.844951	5.610224	5.504563	7.06683	5.920617	6.573992	7.933157	7.045726
Nitab4.5_0002510g0040	14.787936	19.232046	16.210083	15.286134	15.369264	16.634893	16.298225	11.774509	12.850562	14.130002	12.343839	11.957079	21.187643	16.785246	19.641537	8.583256	11.482358	11.270879	14.019046	9.969374	11.61529	10.444509	10.705894	8.922398	7.862854	7.028499	7.3458	8.496404	8.879845	9.367798
Nitab4.5_0000013g0280	25.123716	23.591236	25.871571	9.249298	10.709357	12.0203	14.359328	12.871761	12.586638	13.4712	13.833112	14.783533	6.514412	4.324251	6.338367	25.129814	30.654821	26.345016	10.201856	11.493998	13.836793	6.762951	8.563561	5.861972	9.425035	7.457807	6.590346	5.550225	5.550311	3.85997
Nitab4.5_0000130g0380	0.937547	0.639688	0.788274	1.246639	1.383723	0.860777	0.83786	0.922641	0.755348	1.380127	0.783658	1.218002	5.460146	2.743366	2.800451	0.25652	0.411709	0.404934	2.212687	0.666601	1.131701	1.150588	1.335932	1.210002	1.63305	0.691436	1.285057	2.243699	2.086177	2.256222
Nitab4.5_0000785g0200	4.776437	5.229437	4.547193	5.270936	4.42136	6.25681	5.420372	5.386455	5.81424	4.604178	3.415259	5.472554	5.130746	5.282128	7.229175	3.382601	3.126005	3.51849	3.308188	3.936867	3.804821	3.95929	4.794468	4.322936	4.653754	3.836733	3.985394	5.44996	5.952235	5.274017
Nitab4.5_0001315g0290	3.30688	4.449817	3.131613	3.667763	2.85601	2.669001	4.395763	4.361286	2.784537	3.775346	5.113355	5.417243	5.788169	4.501748	1.338118	3.70687	3.696628	2.072201	5.127523	3.763912	2.652253	6.938428	3.546151	3.781032	3.794074	3.921464	3.969192	5.291808	4.212247	3.160572
Nitab4.5_0000256g0160	0	0	0	0	0	0	0	0	0	0	0	0.109452	0	0	0	0	0	0	0	0.116283	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0003929g0010	16.797186	17.994198	20.737104	24.095917	23.256495	19.78145	20.691212	15.383003	17.471207	21.395153	16.955542	17.681896	29.018684	26.71998	17.962502	15.003752	12.577432	14.615637	16.996567	12.846354	16.057911	14.87302	15.443765	13.867023	19.999357	15.827665	14.887934	22.402559	19.842304	18.546175
Nitab4.5_0001769g0140	13.438693	15.006532	14.577286	14.507709	14.938875	13.674009	13.274227	13.113072	15.384739	10.645686	12.478047	13.445703	10.518427	13.06817	7.507659	10.298338	13.355895	12.047612	9.520352	9.867724	9.266637	11.026485	12.297198	12.800455	9.844171	9.762632	8.993053	8.797976	9.885586	9.722161
Nitab4.5_0000474g0050	0.08043	0	0.335021	0.037616	0	0	0	0	0	0	0	0	0.079977	0	0	0	0	0	0.032437	0	0	0	0	0.079246	0	0.081685	0.08774	0	0.117317	0.162154
Nitab4.5_0001210g0010	9.332411	12.447139	10.916277	10.221303	11.986258	11.196359	10.097383	10.124411	10.195297	14.053162	11.735373	12.319261	13.589961	12.793656	16.030083	9.047717	11.135448	10.042887	10.129144	10.310941	10.036167	10.110221	9.600402	10.574018	10.668275	11.50212	11.677215	15.051478	14.009489	14.6869
Nitab4.5_0000012g0110	0	0.179325	0	0	0	0	0	0	0	0	0.53022	0	0.301024	0.18282	0	0	0	0.130004	0.139253	0	0	0	0	0	0	0	0.165603	0	0	0
Nitab4.5_0004157g0010	1.56687	3.540823	1.958704	2.205121	3.915076	2.171143	2.611994	4.385417	2.9506	3.447591	1.904916	3.411721	3.144657	2.843595	2.537603	1.865845	2.238835	1.059579	2.056189	1.51848	2.466574	2.279644	2.937588	1.922153	1.406466	2.680822	2.894335	1.615359	2.767104	1.827636
Nitab4.5_0001014g0170	6.955398	7.27854	9.865994	5.404189	6.339009	6.247034	6.398843	7.191621	6.783947	8.325156	8.534957	8.166258	8.762574	9.576827	9.093526	5.889509	6.068818	5.547964	5.403413	5.382674	5.81337	5.600387	5.931943	6.16887	7.101116	6.903664	7.621349	7.634518	9.300356	9.563154
Nitab4.5_0000295g0200	23.654236	25.083548	22.168711	21.189774	20.691235	23.241598	21.137888	23.572231	23.568569	22.785578	21.720388	21.765957	25.710878	23.266176	26.455793	16.43096	19.104788	18.293346	19.100925	16.25458	14.967932	19.807781	20.793097	18.192978	17.495676	19.421152	21.952679	22.295765	22.597763	21.68317
Nitab4.5_0002505g0010	2.548862	1.4516	1.416123	2.374706	1.35986	2.261535	1.315856	0.151768	1.658649	1.81651	2.621143	2.605816	3.208102	1.92995	1.471273	0.445598	0.608974	0.765437	0.186251	1.71655	1.190217	0.990391	1.021785	1.491493	1.066263	0.193515	1.268571	0.698604	0.748023	1.575787
Nitab4.5_0004130g0020	28.224678	36.450493	28.597282	30.874643	31.203308	31.717663	22.654909	26.074938	30.904224	30.668251	27.450552	32.644981	57.698017	64.741203	46.800228	22.794645	26.414658	25.220242	33.750629	26.635607	29.837481	24.171108	27.995743	28.897997	33.877541	29.55879	30.848045	49.406681	55.412254	54.284695
Nitab4.5_0003912g0090	24.603931	33.414158	25.575138	30.73702	27.746613	30.881695	30.458511	31.848019	28.186693	28.727375	26.083883	24.402962	32.364586	25.498083	21.415991	23.471182	27.431456	21.745537	23.545832	24.249512	22.530972	19.349222	25.922733	20.970142	21.436106	22.600285	20.97806	21.570694	16.392315	20.092342
Nitab4.5_0000397g0160	2.096286	2.51291	5.240198	6.82705	7.310206	4.099371	5.451694	3.671737	5.011173	6.29878	5.955086	6.471941	8.924443	8.917598	10.913151	1.143991	1.577336	0.222743	2.874951	2.9476	4.477705	4.030845	3.483679	2.87089	4.73762	3.637708	3.379334	5.262274	5.498309	5.819752
Nitab4.5_0000002g0450	0.062841	0	0	0	0.068412	0.25003	0	0	0	0	0.063418	0	0	0	0	0.064173	0.134699	0	0.304124	0	0.055081	0.338886	0	0	0	0	0	0	0.061108	0.063347
Nitab4.5_0002443g0030	0	0	0	0	0	0	0	0	0	0	0	0.033217	0	0	0	0.064223	0	0	0	0	0.054388	0	0.029555	0.091706	0.03277	0.126038	0.033845	0.028689	0	0
Nitab4.5_0003156g0080	1.963919	2.664825	2.639485	2.357521	2.786967	2.190278	2.97489	3.017562	2.662383	2.75592	2.476145	2.74424	1.906714	2.367976	4.671966	0.954055	1.823946	1.251398	1.507105	1.831825	1.224438	1.580669	1.179492	0.919524	0.969366	1.149722	1.251954	1.329096	0.802517	0.994449
Nitab4.5_0002950g0020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160618	0	0
Nitab4.5_0001636g0070	0.063109	0.138599	0	0.028728	0.145531	0.155961	0.055128	0.213289	0.028476	0.190101	0.095533	0.135133	0.031168	0	0	0.097977	0.236332	0.093367	0.076355	0.280732	0.082973	0.136132	0.174944	0.277738	0	0.254452	0.100972	0.173515	0.211925	0.063617
Nitab4.5_0003696g0080	4.803806	4.650778	4.911774	7.596622	5.729405	7.462158	5.214254	5.486425	5.739795	5.082192	4.013523	4.676321	7.519625	6.93184	7.190089	6.270505	5.243277	3.57697	4.960254	8.734153	5.500199	7.992733	5.375645	6.651339	9.215404	5.167595	6.200945	9.464924	9.414564	5.182573
Nitab4.5_0000919g0010	3.777192	6.131164	4.800812	3.368271	4.287218	4.535661	4.700875	3.317414	3.770429	6.101808	3.183107	3.390002	5.02332	4.558271	8.145447	1.844046	4.583195	3.118361	3.795157	3.591301	3.440497	3.133375	4.065127	3.309734	2.80007	3.037641	4.06156	4.009234	4.265635	3.259747
Nitab4.5_0001737g0070	7.619036	9.894342	10.676801	9.209374	8.185368	8.084707	9.320786	8.406864	9.076896	11.696918	9.003171	10.096576	10.282297	9.607621	10.116764	7.340552	7.354652	9.937096	8.816844	6.603663	6.267425	6.123779	7.741825	7.152956	8.550691	8.592507	9.854449	9.458732	9.31806	8.769737
Nitab4.5_0004147g0020	5.826712	6.547032	5.553867	4.262874	4.900257	5.291751	5.186293	5.04373	5.21353	4.568498	5.309422	5.656545	6.756335	6.122658	6.513439	2.529684	4.34218	3.398143	3.420115	3.267516	3.860644	2.95175	4.835314	3.940749	2.977976	3.184388	3.273989	5.797833	4.103995	5.156449
Nitab4.5_0003481g0020	0.633149	0.841526	0.706677	0.52527	1.063731	0.711963	1.008374	0.98547	0.835287	0.596848	1.116493	0.886735	0.771327	0.663437	2.945962	0.113523	0	0	0	0	0	0.136742	0.042153	0	0	0	0.084797	0.198246	0.100908	0
Nitab4.5_0000005g0440	5.760399	6.747059	8.581481	3.965794	6.791216	4.736468	6.770713	3.495165	5.583942	4.362328	4.204507	4.895057	2.885499	0.759669	3.536453	14.456254	17.162638	10.44744	12.126051	11.845695	8.562734	8.768571	10.787618	7.256503	5.016564	6.391706	7.285618	4.706414	2.009667	5.10881
Nitab4.5_0001942g0170	14.14122	8.865311	14.936709	13.291125	8.161194	8.560876	8.903171	12.370722	9.412268	5.738103	7.097278	7.762036	5.284471	8.044513	5.933156	19.406544	14.800278	13.743552	11.274464	14.522357	14.996059	10.938985	12.714973	6.14465	6.790979	9.050282	11.412291	5.895019	5.011455	5.064291
Nitab4.5_0001863g0230	5.05398	8.158926	8.589577	6.511145	7.209721	5.357616	6.784929	5.858198	7.769943	7.507723	5.897507	5.266729	14.663747	13.590812	11.312979	4.214591	3.654889	4.294167	2.837534	1.724601	2.733813	2.739103	3.75969	2.766094	3.246425	2.59884	2.780056	6.147189	6.804585	5.634405
Nitab4.5_0000747g0040	20.35305	21.845882	26.271471	20.065533	26.472307	25.477407	18.449368	21.731668	19.118502	20.745367	18.770367	17.0909	16.892954	13.57629	16.691994	9.318718	12.202849	14.983728	16.940668	16.092075	17.30718	13.72801	17.500551	12.855174	14.390261	13.048152	10.05849	14.965701	12.84788	9.455146
Nitab4.5_0000080g0190	30.465132	29.094358	28.362167	39.049423	35.372818	25.937483	33.688644	27.351261	33.495529	33.060738	29.909531	25.569054	44.922707	38.805428	30.995472	29.016111	29.377663	27.684261	40.273232	34.18219	37.571827	29.473297	31.894457	30.78179	37.377529	43.218952	37.377449	46.352566	48.49559	45.220165
Nitab4.5_0002244g0080	185.422897	194.360718	216.845978	365.239532	391.936035	261.991608	283.446716	292.442688	295.230469	324.627289	486.680664	356.457581	283.198822	329.918243	283.695892	302.302246	285.541321	352.559631	658.520752	410.758942	607.443481	371.579071	379.103027	384.622284	494.2789	345.088593	407.339722	277.728241	304.361389	264.433167
Nitab4.5_0002209g0140	1.289806	1.169621	1.870991	1.023284	1.476937	1.471931	1.834371	1.842016	1.467697	2.266839	1.452773	2.769712	2.233291	2.169747	1.876574	1.156768	0.902749	1.395206	1.424906	1.292363	1.173123	1.330127	1.280009	1.66694	2.698472	3.275746	2.459995	1.840461	2.150239	1.867352
Nitab4.5_0000027g0450	34.60302	38.907806	32.90221	44.113056	43.634251	43.356808	42.613716	41.111572	43.636478	42.74818	42.120811	49.340702	39.023869	40.331451	42.033302	22.133976	28.062889	26.394722	30.188633	33.359062	32.449345	39.123226	32.401581	38.408348	32.364159	32.957985	30.53993	29.396021	29.85849	31.450043
Nitab4.5_0000134g0030	70.338226	112.046471	119.692154	64.397354	70.247765	63.480217	49.940735	61.905388	54.41489	49.707546	37.460693	46.810383	232.05603	228.449081	224.792969	46.01881	34.576443	41.718777	69.750984	47.991486	59.616589	69.879959	61.326523	51.877693	58.922958	66.279556	49.769516	278.341064	329.444092	232.99205
Nitab4.5_0002139g0080	2.641754	4.157199	3.225056	2.43846	1.898527	3.738945	3.188378	2.433477	2.631276	2.69715	2.999233	3.678372	3.803906	3.859588	4.514331	1.76115	3.381383	3.130012	2.025397	1.849114	0.90927	2.667115	2.137521	2.322588	2.214717	1.977548	2.413105	1.959808	1.411047	2.579157
Nitab4.5_0001094g0060	4.630209	5.6376	5.157914	6.001702	5.668028	4.308732	4.749106	4.662595	4.025149	3.099383	4.289661	4.179874	4.122151	5.22077	5.768308	3.275321	2.595714	3.104037	4.043799	4.119147	3.781785	3.228126	3.49101	3.538896	2.944378	2.804717	4.119866	3.741056	3.478721	3.726636
Nitab4.5_0000337g0090	9.985229	11.053568	10.619163	9.85318	9.305904	10.2068	10.609973	11.308066	12.92806	14.334207	11.614545	11.156419	15.27355	15.758364	14.005555	7.711165	7.866951	9.160091	10.139583	8.893494	8.16294	10.80084	8.890367	10.547606	11.999104	12.067667	13.415274	15.379793	14.23364	16.706841
Nitab4.5_0000749g0010	3.817276	4.195942	4.551425	4.905174	4.68933	4.666249	3.560829	4.183547	4.403761	7.431022	5.972376	5.004304	10.217627	8.972065	9.528325	2.794022	2.169095	2.758143	3.261981	2.879591	3.134913	3.756616	2.022091	3.404302	4.546707	3.798155	4.110135	7.40757	7.187648	6.741634
Nitab4.5_0003757g0070	2.802703	2.320896	1.450388	2.681863	1.389534	3.059393	2.550392	1.112926	1.380469	1.530809	2.037268	2.103422	2.04708	1.725694	1.598047	1.174111	4.166936	2.741716	1.602952	1.405604	0.582012	1.970208	2.414325	1.793228	1.437667	1.14749	1.181987	1.684681	1.295287	1.560036
Nitab4.5_0002050g0130	1.661958	1.057442	1.776239	0.623981	0.060806	0.428305	0.893209	0.175959	0.644147	1.682876	1.632851	1.172081	0.969559	1.466104	1.927076	0.3198	0.416188	0.755882	0.12403	0.306873	0.378834	0.511348	0.378494	0.427879	1.079132	1.336769	0.863946	0.570291	0.750852	0.874074
Nitab4.5_0002035g0010	1.997572	2.720378	1.61347	0.620506	0	2.957758	1.471398	2.365628	1.866961	2.466289	3.88874	1.880581	4.136047	4.3359	7.946343	2.165016	3.493834	3.636129	2.346401	1.464479	0.384485	2.208882	3.00397	1.594013	2.683594	3.724914	4.074213	5.901257	4.248293	3.63089
Nitab4.5_0001161g0030	0	0	0.19555	0	0.120594	0	0	0.153974	0.329484	0.111346	0	0.425499	0.165505	0.233696	0	0	0.118517	0	0.1775	0	0	0	0	0.10841	0.114279	0	0.12003	0.202812	0	0.554578
Nitab4.5_0003030g0010	2236.672852	1533.525024	1564.721313	1424.309692	1449.43811	1499.505859	1614.187378	1546.282837	1448.340088	1010.719177	1036.616943	988.366882	1358.981812	1474.104004	1302.376831	6556.695312	5507.422852	4677.126953	3351.300781	5256.023438	4850.092285	3781.589355	3454.561035	3844.234375	2895.995117	3231.346191	2934.450195	2909.95752	3003.29541	3056.26123
Nitab4.5_0002587g0040	54.966106	54.829594	53.713921	38.139679	39.84861	56.854279	43.05135	53.41288	59.555885	35.976776	48.155682	53.820759	51.379906	66.124008	95.590195	52.890869	61.425411	67.523277	30.297377	28.757624	39.036934	47.824471	67.485283	78.922211	50.591801	56.855846	62.777153	68.395378	90.809921	99.393303
Nitab4.5_0000568g0100	8.82451	9.792516	9.645807	11.057686	12.543625	9.664618	9.178132	9.950727	8.954539	10.25617	8.443849	12.305541	10.481514	10.424376	12.323644	8.207719	7.045668	8.768896	7.357154	7.763708	6.849347	8.671427	6.932315	6.975745	6.743914	6.748582	9.275267	8.283719	9.242515	9.55668
Nitab4.5_0002388g0010	25.342674	29.069878	27.353632	8.927617	12.041347	12.786171	11.773912	15.706657	13.371677	12.94645	12.83964	12.137035	6.556242	6.688623	9.934738	26.9618	34.264259	35.930969	20.841501	21.279724	14.979088	20.627108	23.431486	23.522009	20.461628	17.833805	25.836899	13.717942	10.410719	11.55476
Nitab4.5_0002736g0010	7.135955	10.322483	8.833706	10.06448	9.059192	8.28196	7.668141	7.998903	10.074712	7.304811	9.976315	9.343751	8.887154	7.916409	7.194498	7.615533	7.152338	6.957991	8.631586	8.206305	8.550437	8.038094	6.900708	7.580081	6.59521	8.198081	8.428028	7.427833	7.815962	8.551969
Nitab4.5_0000797g0030	37.863674	39.76965	41.824291	32.916176	34.509689	33.941536	32.635361	31.491062	31.41046	31.97522	31.400896	31.227398	27.013359	24.621109	25.293871	30.332638	33.169689	34.210934	29.837183	29.704737	27.760225	28.344608	28.906185	27.981947	26.639795	26.876169	26.712908	26.209503	23.996202	27.586235
Nitab4.5_0000068g0130	1.111322	2.525545	1.372795	0.941009	0.759259	0.848493	0.757578	0.901516	1.116874	1.19227	0.983038	0.937315	2.545212	1.824968	3.197956	0.269992	1.014622	0.818652	0.377924	0.508334	0.050375	1.110178	0.519767	0.673208	0.994739	0.291455	0.492397	1.488515	0.447094	0.831747
Nitab4.5_0002994g0010	140.316956	139.154968	146.411011	152.511246	152.979523	145.62207	145.322906	133.934235	134.878387	133.46608	125.572289	142.512238	126.752144	136.97702	116.180077	103.067169	124.7714	118.395004	136.744003	119.932648	124.400482	134.466721	141.520203	135.829315	133.605453	136.098999	128.0746	127.219414	131.847412	130.07489
Nitab4.5_0001888g0020	172.414215	192.332321	165.840851	221.215958	203.649185	242.172409	195.98465	198.095352	197.350189	172.095978	178.492706	175.97171	189.923172	185.197357	198.083588	197.081512	237.58931	222.956223	210.404114	222.832993	182.576782	226.923996	245.743332	226.065414	213.091431	178.14679	191.264771	184.629303	170.606567	202.196655
Nitab4.5_0000892g0170	2.280798	1.231861	1.283809	1.685384	2.524934	1.14284	1.749357	2.431636	1.256358	1.739988	2.003279	1.487374	2.501488	3.442015	0	1.374272	1.777358	1.708574	2.17686	1.581534	1.7724	1.0955	1.029891	1.870371	1.258275	2.177235	1.189782	1.338224	3.617176	2.037709
Nitab4.5_0000084g0100	3.504891	3.01877	3.302195	3.035193	2.490786	2.941755	3.344164	2.486248	3.228326	1.841136	2.103225	5.645151	3.111262	2.91446	3.357121	2.320424	3.361339	2.80891	2.208709	2.965482	2.358564	3.999655	2.292871	1.882532	3.160814	3.926478	2.440769	3.657261	2.97417	2.478671
Nitab4.5_0000458g0060	38.046219	37.908882	41.72118	31.718124	34.99371	35.907501	36.268581	31.772511	33.636238	35.467487	33.322544	33.374153	35.429501	39.304173	24.204893	32.2901	33.400043	34.537411	33.913868	29.011431	29.427547	31.897339	29.809784	33.96072	32.454918	30.758949	27.166203	34.584469	32.470173	37.536549
Nitab4.5_0002328g0030	2.468963	3.880072	3.400167	4.154599	3.359502	4.646211	4.329513	3.266729	3.616463	4.773589	4.782974	2.019503	3.442515	3.593257	6.246274	2.174716	2.900491	2.019537	3.02543	3.034649	3.311855	2.113456	2.904791	3.174457	5.525661	3.267443	2.901649	3.933261	2.840374	3.226265
Nitab4.5_0000483g0280	6.62716	7.400105	6.794663	4.665123	4.899973	6.338052	5.183679	5.766061	4.845199	5.860212	5.622046	5.84751	4.306709	5.346431	6.198052	4.417668	6.226439	6.166044	4.211786	2.920731	2.963147	5.015038	5.722415	4.909925	5.502325	5.852246	5.019589	6.749685	4.707566	7.608076
Nitab4.5_0001122g0150	19.931002	24.29977	24.457916	20.045528	20.65976	22.546335	18.19202	20.368101	19.747292	19.419695	18.380325	19.274021	18.013403	17.341585	16.053898	15.243492	17.098392	15.849933	15.396991	15.67544	16.592367	15.278247	14.837168	14.236252	14.378424	12.576511	12.027319	16.22904	15.474136	13.227678
Nitab4.5_0001140g0260	11.003684	12.373905	11.518359	11.196936	11.150058	10.648741	11.742518	10.866059	11.255226	12.159597	13.207899	12.256963	16.576073	13.164152	14.762893	7.35307	8.376386	8.434422	10.374677	9.252612	9.480929	11.107523	10.229079	9.419694	9.227121	9.041591	9.145248	11.027744	12.686952	10.841859
Nitab4.5_0000250g0030	0	0.193766	0.136258	0	0.328194	0	0.272636	0	0.353176	0.692116	0.719688	1.336103	0	0.454936	0	0	0	0	0.476507	0.326089	0	0	0	0.111923	0	0	0	0	0	0
Nitab4.5_0002354g0110	3570.957031	2835.037842	2677.475586	3057.180664	3319.3125	3249.116211	3470.130859	3620.000244	3334.423096	2877.468018	2971.474121	2939.272461	738.983093	833.140198	856.295288	4786.925781	4415.596191	4269.985352	4121.90332	5035.990723	4709.562012	4042.47583	3721.344727	4247.256836	3732.93042	3931.17041	3761.532471	1557.818359	1499.131714	1314.671753
Nitab4.5_0003838g0050	3.392871	5.356253	4.842877	7.200452	6.917891	8.490602	9.690185	9.91924	8.956288	10.89049	12.589382	11.693139	13.970592	13.034456	13.556615	3.10903	3.34989	3.275806	3.800248	4.444855	3.453089	6.326437	7.9585	7.225568	9.532444	8.024982	9.482351	7.15578	7.326295	8.628413
Nitab4.5_0000223g0250	11.696533	14.126572	11.106735	10.603733	6.249314	13.888875	11.48747	6.098283	8.590967	8.417318	14.070835	11.419443	8.290788	8.621163	17.407591	7.49354	12.279202	11.093223	9.444458	8.077306	1.863049	11.178911	12.011194	11.995695	5.259768	9.461218	7.702164	7.536538	4.968256	5.844003
Nitab4.5_0001096g0030	0	0	0	0.034737	0.040976	0	0.064881	0	0.09758	0.112493	0.074956	0	0.036928	0	0	0.128327	0	0	0.028483	0	0.065102	0.080108	0.035377	0	0.039225	0.131756	0	0	0	0
Nitab4.5_0002088g0010	13.103092	15.250166	14.795149	13.62216	15.476944	13.132756	14.118309	14.973887	13.412378	14.716776	16.255697	14.689919	16.90402	15.620441	16.310551	10.170136	8.520571	12.382371	12.654935	13.467172	12.300299	13.464719	13.480059	14.193142	15.992248	16.504919	16.624451	15.287609	18.295835	19.013203
Nitab4.5_0000758g0030	11.988419	14.079747	14.494324	16.41136	15.279624	16.492908	15.600153	14.441971	12.852242	17.379555	15.37795	16.593779	19.36689	21.431366	21.661869	12.264685	10.630356	10.842576	15.484443	11.7315	10.673065	11.223799	12.671087	12.920204	11.98902	12.912053	14.640827	17.400139	15.223491	18.597723
Nitab4.5_0000783g0280	1.984503	2.525116	1.999362	2.655653	2.06418	1.448539	2.99145	2.470214	2.233783	2.493767	2.902293	3.268367	4.207738	2.94524	2.089572	1.573292	1.048865	1.135874	1.588118	0.91026	1.894618	2.959414	2.229715	2.197537	1.651536	1.777029	1.589715	2.698558	2.214761	1.908455
Nitab4.5_0001418g0050	13.277106	11.690046	12.302889	13.785117	12.045919	12.957204	14.930824	13.801015	15.49154	14.113372	13.167584	12.55242	10.614288	7.569871	9.488389	9.895204	9.272751	8.243507	12.402989	9.423136	10.024105	13.430431	13.404604	15.852672	12.203924	11.305459	13.031388	8.597667	9.132867	9.190258
Nitab4.5_0000760g0030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.742288	0	0	0	0	0	0	1.891394	0	0	2.246414	1.569933	0
Nitab4.5_0003524g0020	60.214813	60.062866	66.870506	41.749535	42.095676	48.987648	35.435612	41.543587	36.892204	34.182465	33.204582	30.495546	21.886211	26.865761	26.265633	39.36731	49.36237	48.376129	34.791775	34.649063	34.575737	35.223309	40.966824	40.678997	33.678329	37.109108	29.824345	24.284525	20.980923	27.210291
Nitab4.5_0000723g0090	42.401325	58.315941	52.648643	56.009983	61.676266	50.747147	51.608952	52.219997	52.757256	47.162346	44.64415	43.490177	55.140255	55.37429	59.159584	47.017654	55.558067	55.981289	71.002991	51.181679	51.746246	51.030022	56.663853	55.96516	50.689915	44.565876	52.177753	59.434032	62.859161	52.687256
Nitab4.5_0001057g0180	21.367527	20.07708	29.106106	37.90411	31.633965	26.998747	28.538731	26.818512	28.321903	23.619406	20.252918	19.365421	30.794104	36.58807	15.401404	22.155024	18.856794	21.238548	34.947338	25.585005	33.761909	25.794964	24.80438	21.511208	32.113449	27.392174	22.802109	25.956932	24.221571	19.168488
Nitab4.5_0001424g0050	9.64319	8.375601	7.940106	4.943253	5.782225	4.530851	6.87414	9.543182	7.391256	5.970844	7.30199	6.854615	2.910876	3.069452	4.007598	2.992261	4.421853	3.839985	2.633332	5.279317	4.154221	3.740252	5.71861	5.324545	7.416317	5.477066	5.650645	3.012791	2.577897	3.657722
Nitab4.5_0000462g0080	1.40994	0.668331	1.597498	3.475037	3.661766	1.655265	2.656351	2.125751	2.061564	2.782794	4.052392	2.01917	1.121369	0.259165	0.712651	0.315438	0.381356	0.28183	5.897124	3.486225	6.227879	1.761294	3.255157	1.857339	1.200855	0.602984	0.83036	0.051607	0.350517	0.278
Nitab4.5_0000415g0070	1.187802	1.199082	1.346903	1.091634	1.285333	1.175691	1.182284	1.109991	0.787703	0.902173	0.562816	1.273696	0.83333	0.942102	1.720649	0.788122	0.773982	0.956439	1.382819	2.04883	2.018808	0.493631	1.612354	1.06074	0.328776	0.641654	0.499334	0.537127	0.622729	0.207696
Nitab4.5_0000444g0260	5.157862	5.911936	5.769772	8.598607	10.498769	8.088635	12.515346	10.658229	14.365489	16.583839	13.820871	12.136112	9.431206	9.109205	11.629027	7.697863	8.793005	7.753887	9.885854	8.922475	10.55944	13.015858	9.836917	10.674569	11.673688	14.411238	16.298698	9.303641	9.911663	9.190739
Nitab4.5_0002553g0070	18.2096	26.664413	19.190296	22.403004	16.521729	18.728014	20.189001	20.049454	21.028645	17.803482	17.502218	21.019968	18.067364	19.902063	22.492884	14.824521	15.663737	14.665429	18.757549	16.395897	15.005042	18.402885	19.581104	16.765236	21.174988	18.473421	19.15621	17.432985	17.45879	17.975689
Nitab4.5_0000993g0120	24.997768	24.808516	27.275265	25.82914	17.822779	29.47542	16.787136	10.490938	15.584966	14.488661	15.42252	17.180561	15.787009	15.103396	22.311369	18.979765	24.960085	24.380762	26.936264	20.245718	13.324584	24.022863	23.089182	17.781067	10.776156	13.659629	13.61051	14.342208	9.621055	13.010329
Nitab4.5_0001732g0040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213363	0
Nitab4.5_0004105g0060	42.020531	45.060589	43.032639	45.552021	41.206608	35.760647	43.632771	38.096386	40.076767	40.957298	41.057167	43.502769	36.604229	36.933872	33.873592	25.412067	29.273705	28.104736	29.670641	28.118891	26.434402	37.276176	35.065166	36.686058	39.978985	37.617855	31.486483	34.660786	33.106144	37.87748
Nitab4.5_0000096g0160	28.802959	36.469593	33.457993	32.267082	31.755024	30.738365	32.882957	30.42226	35.170406	32.412231	34.82185	34.472404	35.228485	35.616302	34.136196	18.799183	20.586481	22.035608	20.933954	18.797245	19.805616	24.052637	25.333942	25.968077	23.771942	23.275158	22.902851	27.600965	23.830723	25.843651
Nitab4.5_0000783g0130	0.080212	0.568395	0.24613	0.112292	0.367433	0.58037	0.592776	1.241337	0.282727	1.21432	1.169031	0.95624	1.64971	0.919893	1.169798	0.201045	0.46468	0.121921	0.064699	0.15539	0.140613	0.647977	0.192936	0.433748	0.364725	0.704658	0.405672	1.053239	0.531694	0.687286
