id	M28-0h-1	M28-0h-2	M28-0h-3	M28-1h-1	M28-1h-2	M28-1h-3	M28-2h-1	M28-2h-2	M28-2h-3	M28-4h-1	M28-4h-2	M28-4h-3	M28-8h-1	M28-8h-2	M28-8h-3	K326-0h-1	K326-0h-2	K326-0h-3	K326-1h-1	K326-1h-2	K326-1h-3	K326-2h-1	K326-2h-2	K326-2h-3	K326-4h-1	K326-4h-2	K326-4h-3	K326-8h-1	K326-8h-2	K326-8h-3
class	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326
Nitab4.5_0002139g0020	25.686831	22.965841	20.986305	17.934259	10.643025	25.612482	22.304003	11.677765	16.556993	10.274699	21.949369	18.844297	15.268761	11.239305	23.486485	19.043699	30.787596	26.624069	17.711079	11.893387	6.343966	23.579655	26.251223	23.126104	9.771467	14.618982	12.617894	11.401512	7.815547	11.671977
Nitab4.5_0000782g0010	12.139807	13.844492	14.845847	16.308493	11.142467	11.84375	6.189964	8.923615	9.750273	6.629432	7.28059	8.26897	5.64829	6.701506	14.748036	13.306848	18.048746	18.819593	9.302309	4.401196	6.214087	5.893138	8.348095	8.332814	9.712294	7.579237	11.913473	8.673866	15.281466	9.639906
Nitab4.5_0000914g0220	82.517723	103.948807	88.199272	115.893761	97.683891	114.290344	95.037346	93.707878	100.063263	81.984329	86.911636	89.525009	101.144157	99.987	81.214302	120.655563	142.677185	114.863007	123.959015	130.179581	94.904602	123.84127	133.748398	111.6996	106.065117	80.594742	92.040924	104.550697	86.42894	80.628571
Nitab4.5_0000302g0100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263743	0	0	0	0.214843	0.488189	0
Nitab4.5_0000725g0020	0.070545	0.09088	0.033944	0	0.106602	0.1369	0.119758	0.071352	0.142483	0.067857	0	0.103372	0.148526	0.074371	0	0	0.169983	0.167144	0.082263	0	0	0	0	0.064301	0.128784	0	0.08012	0	0	0
Nitab4.5_0001076g0050	1.000701	1.402304	1.74243	0.834857	1.242402	2.696813	2.435894	1.782816	1.460747	0.97608	2.837649	2.348763	2.530933	2.805486	2.29217	0.851476	2.129364	2.219022	3.589219	1.783455	2.262634	1.798728	2.513358	3.353681	2.297733	1.799554	2.574367	2.024372	2.238177	1.890867
Nitab4.5_0000775g0100	66.490265	63.840073	66.431526	59.132793	56.641243	60.840164	55.605152	57.316589	53.87228	56.376492	53.07177	54.777592	55.400478	57.67522	60.028347	51.624962	63.225182	62.174828	58.664806	56.740967	51.711895	59.065285	56.214081	54.26878	51.457272	54.339676	52.635437	53.812515	52.584087	55.196823
Nitab4.5_0000017g0130	4.232271	4.489638	3.232259	4.787967	5.261613	6.432	6.333853	7.586155	6.651247	18.106102	18.865505	14.794716	24.654478	24.275249	22.275965	6.233029	6.959954	7.610679	4.505627	5.565099	5.691404	7.527352	10.4444	10.415951	18.75411	18.739143	21.554865	29.622131	25.50123	31.423971
Nitab4.5_0000667g0040	1.896478	0.424982	0	0.887296	1.078098	1.353458	0.321753	1.791817	0.726374	0.554669	2.253156	2.049979	2.930804	1.356289	1.285143	0.427365	1.34294	0.419897	1.692384	0.173739	0.322847	1.153171	0.627956	0.823749	1.034351	0.984187	2.194801	0.33046	1.132789	1.3209
Nitab4.5_0001080g0010	6.860599	8.686754	7.715371	7.145952	8.239422	7.362874	8.485486	8.159297	7.569868	9.79545	8.269532	9.925261	13.266223	11.140237	13.238678	4.958985	5.468925	5.669827	6.361007	6.083381	6.926553	5.489259	6.348935	5.718153	7.436345	6.765327	6.107296	9.817965	8.305669	8.292552
Nitab4.5_0002918g0090	32.261768	33.840797	30.992704	36.251183	33.888802	34.878426	32.460503	34.095745	33.132374	35.402504	33.056137	33.939972	43.176682	41.159412	43.626865	34.102036	34.942619	34.878281	37.463802	35.466434	36.020752	34.465595	31.911406	32.676849	35.966564	35.060036	37.512936	44.700619	41.888367	42.469067
Nitab4.5_0000023g0710	21.980249	22.920902	22.857132	30.664423	35.78278	31.024378	36.809475	29.818405	30.228006	40.427139	35.599892	31.737165	53.368469	54.646614	51.352402	9.055591	13.734138	15.020918	20.679676	17.890291	19.951416	27.979008	25.602839	24.220898	24.109222	25.833416	28.668373	40.958435	38.623909	44.769276
Nitab4.5_0001891g0060	17.453756	15.684307	15.766285	16.035742	13.725572	14.964906	13.622284	14.382338	12.942261	19.454466	19.062658	18.199286	19.847685	23.249537	17.185045	13.342318	14.200782	14.334388	10.004502	13.04786	11.025872	14.222429	17.432739	15.54014	18.430908	18.057133	17.114115	21.841253	20.114143	21.076756
Nitab4.5_0000284g0040	0	0	0.078225	0.596039	0.200543	0.409407	0.178722	0.174418	0.178363	0	0.143604	0	0.050861	0.055157	0	0.34414	0	0	0.545969	0.094925	0.089665	0.055167	0.139611	0.099523	0.223444	0	0	0.094595	0	0.047914
Nitab4.5_0001694g0010	9.533372	8.709268	9.928619	7.785406	8.170499	7.096854	7.049736	8.304612	8.580835	8.565678	9.151175	10.285106	9.29318	15.639859	14.024742	10.506184	9.288615	9.693217	7.039319	5.104825	7.907531	5.478528	6.687327	7.121053	8.579897	9.092929	13.295683	14.322508	19.751564	19.498306
Nitab4.5_0000505g0030	9.100987	10.767884	11.32585	12.103322	10.992224	14.272383	14.798431	13.918879	13.379515	15.790264	15.46664	17.249714	25.345432	20.36228	20.658951	9.431651	8.992379	10.810237	10.832644	10.572406	8.469106	11.905406	12.977504	12.198988	13.873207	13.368593	14.51968	20.790913	16.655233	17.244619
Nitab4.5_0000295g0090	22.082598	20.024454	23.962732	17.278227	19.30689	17.962534	15.568114	13.207423	17.661936	18.724417	18.978666	19.360582	18.847832	19.160845	19.494385	16.599968	12.799109	12.164072	12.779358	11.486562	13.908291	11.420641	9.17572	7.32011	9.646682	9.566784	10.141857	11.832118	7.967917	9.146347
Nitab4.5_0003141g0060	0	0	0	0	0	0	0	0	0	0	0	0	0.286042	0	0	0	0	0	0	0	0.073445	0	0	0	0	0	0	0	0	0
Nitab4.5_0002859g0120	0	0	0	0	0	0	0	0	0	0	0	0	0.243236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0001447g0040	6.785536	8.1074	8.495669	7.719119	7.653057	7.734354	8.302819	8.191705	8.080807	7.638691	7.386628	7.815402	9.714916	8.945445	11.601332	6.77288	7.123799	7.217104	7.466386	7.694869	6.54725	7.336754	7.304066	6.358894	7.417507	5.900729	7.493676	8.570315	8.894917	8.643085
Nitab4.5_0000241g0050	52.981327	63.067127	58.553169	57.812435	63.43924	77.829674	50.551899	52.46254	70.995537	64.204292	62.530575	73.1791	99.145309	112.314743	122.554131	39.321476	46.012035	59.962383	51.776234	41.662518	42.563194	49.158699	55.041767	65.710716	49.70068	50.880856	62.730671	77.988853	94.291092	77.84922
Nitab4.5_0002600g0040	0.167033	0	0	0.172603	0	0.18015	0.204273	0.177994	0	0.449956	0	0.211519	0	0.072048	0	0.051752	0.08271	0.067704	0	0.168742	0.276604	0.050382	0.063647	0.115307	0.266654	0.044977	0	0.406331	0.253489	0.192586
Nitab4.5_0001895g0090	1.547113	1.231238	1.251665	1.074216	0.831096	0.876201	1.386277	0.857325	1.956832	2.068726	1.874797	3.117725	2.17864	0.96116	2.858186	0.273423	0.339911	0.447724	0.34526	0.646045	0.97621	1.700087	1.77729	1.030953	2.228253	0.699432	1.536106	0.816993	1.795588	1.855609
Nitab4.5_0002553g0090	0	0	0	0.162715	0	0.183283	0.133964	0.069727	0.212285	0.155193	0	0	0	0.22421	0	0.055625	0	0	0	0	0.036477	0	0.073045	0.226399	0.08099	0	0.083648	0	0	0
Nitab4.5_0000515g0110	1.068867	0.352924	0	1.335523	1.542319	0.70338	0.223854	0	0.338178	0.795698	0.460765	0.963462	1.0488	1.29926	0	0	0.341353	0.453696	1.086549	1.426744	1.210303	0.635173	0.966292	0	0.488555	0.937305	0.381601	1.419417	0.852284	0.931606
Nitab4.5_0000026g0440	18.723089	21.250212	17.730268	28.384378	31.189358	28.233809	30.223213	31.564646	31.640902	34.930557	34.386925	31.452988	35.889061	32.790051	26.749233	20.211306	15.064349	13.611773	27.560911	20.460909	27.796049	26.868256	28.715462	30.773403	37.022823	34.892544	36.092323	30.950502	30.790754	29.194603
Nitab4.5_0003361g0050	5.532522	7.254312	7.20236	6.335813	7.540184	7.941881	6.960171	7.478977	6.891237	5.808345	7.600874	8.075885	7.176083	7.397545	9.380059	4.855028	5.369169	4.601895	6.008344	5.957661	6.309084	7.028736	6.075393	6.492455	7.006612	6.611037	6.540724	6.465935	7.407447	6.4973
Nitab4.5_0003976g0020	17.995708	22.393242	21.762329	21.725502	21.493303	23.716707	22.221874	19.309505	23.348518	23.225828	20.675247	21.339449	25.437382	22.046324	26.170254	16.235212	15.79272	18.779116	18.12627	16.517855	15.086098	16.742624	18.190353	17.287977	15.986581	18.947258	17.160002	19.143156	18.318542	19.382748
Nitab4.5_0000689g0020	23.420475	16.265427	24.695429	26.839212	29.744617	37.953316	17.366756	25.096737	19.770315	6.127624	7.309408	8.658245	6.774044	11.50197	5.420146	25.466593	16.863327	14.907546	16.333715	13.577273	15.665417	18.231339	15.061511	21.083677	7.299527	8.096525	8.220163	3.057085	3.315172	5.943552
Nitab4.5_0001612g0110	39.498131	44.13438	46.475849	41.034126	42.373829	39.867805	36.525108	41.687607	37.466267	36.445553	37.794289	36.538811	37.828724	37.064629	39.246441	30.674952	34.341782	37.088642	40.686001	35.228516	36.580532	33.0826	35.483383	35.465508	31.723547	34.9282	33.908493	35.917549	37.304379	32.469193
Nitab4.5_0000721g0280	43.085751	53.632854	52.422344	51.691723	48.541744	49.304382	47.376068	47.935059	50.058182	48.898815	48.334156	53.783112	54.104	53.855343	44.341347	42.394222	46.450382	44.781025	45.210751	42.72356	38.763115	48.367558	49.388634	46.698044	47.790501	50.354057	48.719891	48.938446	45.956882	44.470882
Nitab4.5_0000723g0030	30.741407	29.514534	34.742756	42.975525	33.159565	28.587221	39.35458	36.452911	33.581451	48.364807	35.825829	47.021843	50.687534	56.768391	48.732174	16.638487	13.251299	13.847487	22.568529	18.027815	30.623837	26.795441	22.143293	24.19083	33.462467	25.201822	26.746006	34.451706	42.230991	35.68158
Nitab4.5_0005945g0010	16.239605	14.948591	17.501387	11.537982	11.457568	14.482561	12.913764	11.071655	11.238489	13.360733	15.316029	14.184072	15.703134	14.406651	18.975491	9.30116	11.13224	12.030817	10.211907	8.618219	8.424669	12.638556	13.385997	9.025236	11.007716	12.426124	11.937666	14.201723	14.245326	14.280872
Nitab4.5_0000721g0130	97.044838	97.165985	115.318588	92.02169	101.431244	106.696053	81.528458	88.183853	92.985367	72.284889	75.696938	72.139091	67.043877	72.336296	61.286247	79.543373	91.482216	77.005127	72.610847	67.233383	81.154404	82.491547	97.480194	82.633942	68.202499	69.467224	63.189442	73.427757	66.991539	73.984291
Nitab4.5_0000194g0300	0.042103	0.078444	0.166202	0.039382	0.053912	0.125672	0.398115	0.047857	0.09772	0.36152	0.160164	0.315383	0.272127	0.217445	0.347767	0.158036	0.175612	0	0.169686	0	0	0.242041	0.406933	0.269639	0.132075	0	0.091858	0.116797	0.202386	0.084883
Nitab4.5_0000202g0250	0	0	0	0	0	0.05082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052461	0	0	0	0
Nitab4.5_0002100g0110	26.510466	27.46661	25.451687	26.457235	24.569674	24.781637	24.684814	23.543606	27.403557	26.194822	25.025688	29.34129	33.177254	33.59861	32.054733	17.175848	17.469803	17.55477	17.115635	18.207085	19.340424	19.068518	18.191305	17.867325	19.434143	19.655506	21.282896	27.641264	29.929314	26.929482
Nitab4.5_0002972g0040	0.053913	0	0.056142	0	0	0.053941	0.045839	0	0	0.13603	0	0	0.10293	0.058137	0	0.106389	0	0	0.043486	0.160777	0.045365	0.081929	0.0475	0.132798	0	0	0	0.124633	0.078464	0
Nitab4.5_0000227g0310	2.390408	2.821188	2.963034	2.111691	2.890045	4.431477	2.149035	2.380424	2.484462	2.002033	2.416076	1.875792	2.31954	3.263485	2.622337	1.688797	1.801059	1.392612	1.718921	2.902061	2.049792	2.353648	2.37492	1.977512	2.224567	1.496729	1.857021	2.19153	1.983297	1.981212
Nitab4.5_0000270g0320	0	0.224266	0	0	0	0	0	0	0	0	0	0.919526	0	0.073914	0	0	0	0	0	0	0	0	0	0	0.295094	0	0	0	0.577653	0.2858
Nitab4.5_0000581g0050	17.147408	16.189968	17.518612	17.554689	18.88998	15.730832	12.614358	14.369144	15.002315	14.616412	15.279994	12.862485	15.621993	14.163308	17.114239	21.884604	20.139442	24.323578	28.790758	19.006046	22.174051	18.01557	15.660852	15.634393	17.874344	14.654509	13.717333	14.490531	14.085865	14.681813
Nitab4.5_0000404g0190	7.923414	10.762674	8.561625	8.535995	11.139145	10.39792	8.952387	11.337323	9.451524	10.473518	9.447971	10.402992	11.853895	10.90515	12.074639	6.472665	7.782404	7.616393	9.551294	9.768023	10.876081	9.868288	8.105018	9.56982	9.60831	8.044811	8.86768	9.038092	9.335132	10.908695
Nitab4.5_0006893g0050	4.108088	4.572342	3.89118	3.631793	4.167004	3.588673	4.652118	3.970967	4.173824	5.023326	5.253156	4.47466	7.20681	6.768692	5.690007	2.21945	2.617074	3.168948	5.311219	3.015405	3.795878	3.831923	3.275635	3.437998	5.298564	4.073478	4.360371	6.915708	6.149734	6.429426
Nitab4.5_0002564g0030	7.056695	8.626655	8.044435	6.717265	6.846449	5.212426	5.333812	6.235176	6.346933	5.622508	5.602773	5.944365	10.731165	10.247158	9.302654	2.672029	3.621969	2.768875	2.685301	3.343367	4.918609	3.52388	2.97147	2.848753	3.573373	3.251866	2.868894	6.683415	7.694158	6.535826
Nitab4.5_0000079g0270	0	0.078649	0.340245	0	0	0.236527	0.063467	0	0.083086	0.144914	0.42947	0	0.298965	0	0	0.334955	0	0.353699	0.204961	0.294901	0.372945	0	0.815622	0.617465	0.370486	0	0	0.058873	0.333552	0.152088
Nitab4.5_0003074g0040	4.51375	5.199164	6.03405	6.033566	7.029585	5.65892	5.494524	6.100007	6.286286	6.460971	5.887859	6.867673	7.718313	6.916306	9.445618	5.314938	4.646683	6.34542	6.832604	5.554585	5.439168	5.188724	5.150469	4.522281	5.203241	4.303916	5.575391	6.762771	5.240282	6.441597
Nitab4.5_0000078g0330	0.263251	0.649165	0.605887	0.233694	0.455241	0	0.62168	0.858638	0.260266	0.852306	0.229413	0.092696	0.820766	0	0	0	0	0	0	0	0	0.266725	0	0.287101	0	0	0	0.200141	0.135735	0
Nitab4.5_0006816g0020	9.882753	11.391972	10.591271	7.962911	9.270947	9.815361	9.799278	8.306926	10.468422	8.171503	6.916952	7.827009	8.142736	6.370947	8.529095	1.018133	1.375261	1.083904	0.410269	1.070628	1.051712	1.279269	0.884561	0.430289	0	1.073466	0.685333	1.340295	0.713193	0.600382
Nitab4.5_0000760g0090	2.279032	1.865295	2.130155	2.404724	1.79535	0.778171	2.726822	0.189715	0.569957	0	3.762423	0.974973	0	0	2.196197	2.234434	0.752819	0	1.835054	0.449063	1.690218	2.936011	1.357381	1.290572	4.517164	0.436481	3.3234	0.57756	1.723139	1.113333
Nitab4.5_0000650g0250	8.54596	7.42302	7.979703	8.041079	5.509599	5.17893	6.773311	6.603089	7.880959	8.057549	7.729737	4.957854	6.334007	6.856978	4.386141	5.463801	6.714481	3.261173	6.383708	5.31018	4.161855	9.047862	9.104591	6.830584	8.027612	5.623901	5.669385	7.633232	6.618432	7.60055
Nitab4.5_0003091g0040	10.349765	9.751291	9.596893	6.204473	5.178955	6.287587	7.318778	7.794664	7.50467	4.890219	7.284925	5.475652	5.665388	4.74611	5.202698	7.366528	6.732493	7.567009	4.698445	4.427594	5.017492	5.747386	5.436104	4.715021	5.451163	5.009835	5.3283	3.372141	3.379267	3.905579
Nitab4.5_0002435g0050	7.941871	7.751342	8.667251	4.854351	6.59415	5.965515	6.184992	4.937495	5.421121	6.377636	6.397067	5.586795	6.864236	6.789533	6.030526	4.823626	4.769361	4.869992	4.193411	3.808575	5.196731	5.410154	4.695944	4.129745	4.270752	3.535212	4.289178	5.851408	5.414491	4.856699
Nitab4.5_0001735g0020	135.947052	143.438416	137.310806	147.131683	136.356232	158.690582	130.18721	129.597321	135.175369	117.178688	123.701546	117.144646	122.877472	127.667183	130.427338	148.410645	200.959534	200.590805	173.764236	147.364258	124.77063	154.427048	171.559982	159.096588	133.224319	133.335617	139.272949	156.481049	135.081009	139.103973
Nitab4.5_0000287g0150	34.76498	40.537888	42.274761	45.352638	41.081673	47.164162	36.698692	39.325958	41.054707	45.186565	39.637165	45.04401	45.777145	47.623913	35.059578	36.984402	38.856503	36.363342	38.820267	37.816914	37.749107	40.383495	39.374748	36.31118	36.336346	34.912094	36.667408	36.808247	34.066338	37.778316
Nitab4.5_0000410g0420	11.47827	10.5532	13.986938	12.841941	12.87044	13.627048	12.992851	13.954984	11.6077	13.410901	13.676331	13.182966	18.068819	16.467316	17.55217	8.769159	9.584156	8.399158	9.795719	10.780312	11.443648	7.650191	7.924757	7.083266	6.614536	7.027781	7.439733	10.385021	9.727201	9.469713
Nitab4.5_0005011g0070	3.33882	5.268641	5.886106	6.600915	6.210163	6.278938	4.879127	3.93605	3.969818	5.077162	4.069195	5.02829	2.639776	4.299615	3.110034	2.302737	3.311074	1.658114	3.716225	4.090456	5.219702	3.464554	3.663279	3.453813	2.924062	3.7493	4.000258	2.844438	2.695989	3.081424
Nitab4.5_0000136g0100	1429.939087	1184.577026	1084.204102	902.03717	829.145264	762.830383	847.002197	816.201782	778.286499	527.940796	550.953003	532.060059	816.19519	873.206909	766.497375	1253.402466	1068.419434	1016.688599	813.204346	906.928345	988.950256	703.251892	685.888184	730.787842	669.967407	722.143738	695.788574	950.978516	1042.233032	968.765625
Nitab4.5_0000062g0130	0	0	0	0	0.14236	0.076175	0.280509	0.318893	0.018758	0.070934	0	0.079481	0.037623	0	0.10596	0	0	0.270204	0	0.337119	0	0	0.544046	0.045329	0.024907	0	0	0	0	0
Nitab4.5_0005497g0010	13.788245	11.064982	10.117867	12.261434	11.745117	12.208364	10.756111	8.970919	14.587335	14.526789	10.046219	9.027715	10.811308	10.922022	13.592628	7.160509	9.358901	9.930343	6.033124	10.725534	6.973954	11.296718	9.419198	11.032309	8.294066	12.887734	8.086483	18.011299	11.126231	10.44937
Nitab4.5_0002129g0120	3.921129	4.825364	3.717414	3.819083	3.977663	5.328365	3.038897	4.40454	4.257593	5.294472	4.280727	3.805041	3.888574	4.277617	3.897982	3.049592	3.388081	3.455707	4.19151	3.701022	2.575584	3.421268	4.181644	4.730796	3.98874	4.708329	4.685562	4.01545	3.737107	4.510012
Nitab4.5_0001760g0080	4.091269	3.841522	3.502992	1.862375	3.120984	3.122045	2.293036	2.949157	4.84911	1.921398	3.200962	2.540708	3.023521	6.452504	5.364434	1.154754	1.518307	0.781723	3.355871	0.834556	1.42503	1.759164	2.734551	1.958641	1.616318	2.061562	1.119783	4.491685	1.598301	3.46503
Nitab4.5_0000010g0020	23.270203	20.21549	21.670387	21.425659	19.664782	24.103716	21.049562	18.743399	21.049644	24.479198	19.684034	27.000162	27.101709	26.356813	31.729548	15.782981	19.304649	15.647617	19.889194	16.909044	16.243406	20.476526	22.7048	21.507952	22.392206	21.27318	19.271772	20.486521	21.092539	21.501202
Nitab4.5_0000096g0180	0	0	1.517611	0.34644	0.644236	0	0	0	0	0.927462	2.069563	0	0.879494	0	2.081795	0.389855	0	1.020584	0.681261	0.556492	0.390233	0.423263	1.069088	0	0	0.513603	0.364058	0.311734	0.81265	0
Nitab4.5_0001360g0050	17.74622	20.54369	20.113764	21.681061	19.97164	21.286409	21.906353	19.099291	20.927731	23.453117	23.03335	22.664921	26.336756	22.053255	23.900377	14.232491	17.151711	17.828072	18.910425	18.560873	18.218901	17.391083	17.639397	19.607773	18.279448	18.591785	18.661814	19.562508	18.326229	19.394222
Nitab4.5_0000159g0050	1.472148	2.00852	1.849407	2.593933	3.392578	2.488409	2.575636	2.763743	3.381731	3.860065	3.419391	2.645069	3.132606	2.328258	2.991195	1.196448	1.494118	1.288411	1.407446	1.179573	1.918981	2.432744	1.993629	1.563371	2.400655	1.474902	1.877119	2.01226	1.87155	1.928992
Nitab4.5_0000319g0190	1.042929	0.903626	0.837265	0.39357	0.691007	0.434671	0.89722	1.014314	0.715777	0.771933	1.275219	1.126585	1.257731	1.128391	1.601951	0.830955	0.907574	0.731014	0.233969	0.602008	0.633049	0.92238	1.302166	0.710902	0.948162	0.870521	0.85996	1.000367	0.974148	0.834454
Nitab4.5_0001708g0020	13.860164	19.706545	16.179218	24.437183	18.885654	21.942453	19.309505	21.446657	20.041601	26.193542	22.270485	20.560211	27.987005	31.372808	24.121746	9.217769	15.123205	14.300991	17.697874	14.081542	16.353373	14.289451	16.888186	21.590584	16.597607	14.608933	19.298555	20.546005	21.172848	19.161716
Nitab4.5_0002707g0010	8.223659	8.502617	8.859047	6.546075	5.554164	6.511395	5.154229	6.354295	6.295246	6.634987	6.768336	8.961352	7.165291	10.162692	5.457515	5.909079	2.092096	6.449156	4.455849	5.214529	6.221888	3.883188	5.413789	2.568868	4.358306	4.420588	5.607702	5.288732	5.929869	6.576416
Nitab4.5_0000869g0020	0.451681	0	0.580319	0	0	0.303592	0.571865	0.175225	0.535506	0.546003	0.761529	0.240966	0.563083	0.204628	0.325042	0.654964	0.960306	0.571787	0.795999	0.912028	0.337575	1.021704	0.895546	0.530847	0.731349	0.078281	0.419859	0.784019	0.403743	0.416206
Nitab4.5_0000413g0220	0	0.117676	0	0	0.404245	0.164037	0.049061	0.028674	0.258975	0.249128	0.430063	0.324225	0.167542	0.120725	0	0.174388	0.120991	0.132059	0.090064	0.248431	0.073842	0	0.159655	0.108644	0.103848	0.054654	0.782395	0.129489	0.221187	0.034629
Nitab4.5_0001562g0070	28.119408	35.329132	34.990555	44.557915	38.427631	42.780636	43.449009	42.479038	49.369324	49.764297	43.881641	50.878773	47.678711	46.709709	54.260284	24.053984	30.104265	29.698698	28.848171	32.475586	28.806366	40.267384	38.780281	36.36898	37.997078	42.768696	37.513592	39.609589	37.869137	37.558449
Nitab4.5_0004430g0110	0.47031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255018	0	0
Nitab4.5_0000282g0120	2.331331	1.759925	2.49643	2.425458	1.280965	2.467043	1.965393	2.711381	2.582441	2.919178	1.832504	1.846249	1.640105	3.214159	2.365614	18.10433	22.544485	23.809689	23.354219	25.576117	23.192747	26.452904	25.088326	22.387741	22.961811	23.775896	23.810562	25.377499	26.721613	25.086342
Nitab4.5_0000050g0210	0	0	0	0	0	0.737384	0.817187	0	0	0	0	0	0	0	0.697739	0.971979	0.224371	0.056979	0	0	0	0	0	0	1.082185	0	0	0	0	0
Nitab4.5_0002367g0210	16.677753	16.46344	17.103737	22.477659	24.733921	23.254326	28.409716	30.949623	27.23171	35.482338	36.917645	33.690723	33.693577	33.586426	33.423748	10.790055	10.430813	10.500493	13.667773	15.552088	19.496138	23.109329	23.161177	20.317472	31.054422	28.459372	28.38504	33.431904	29.613905	30.216417
Nitab4.5_0000787g0130	20.426672	25.077015	23.964479	31.3708	33.880959	26.551054	25.819822	25.399887	26.894667	24.930017	29.410112	25.357582	20.317108	19.630751	20.30534	17.838789	18.901901	20.3703	36.303295	29.377459	35.981846	26.242212	28.936731	25.33976	22.255854	18.061392	20.782087	19.08473	18.269823	18.002752
Nitab4.5_0000403g0080	10.968267	8.723907	15.477149	7.957953	5.337044	5.19098	3.78204	5.407874	6.32064	4.240259	3.651691	6.59978	6.004791	8.796196	3.527639	2.929278	3.870982	3.042475	2.062989	3.225687	2.195085	2.724506	2.748054	2.512995	1.354913	1.937978	1.196899	2.16539	2.016546	1.687773
Nitab4.5_0000794g0150	0.241024	0	0	0	0	0	0	0	0	0	0	0	0.280275	0	0	0	0.307773	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0001004g0200	0	0	0	1.288456	1.595478	0	5.555624	3.145798	0	3.556986	3.558212	0	2.088992	3.132652	0.900152	0	1.030404	2.831474	2.137948	2.23451	0.304008	1.819083	1.080823	1.562273	2.200266	0	1.742886	1.425489	3.373893	0.571862
Nitab4.5_0000020g0100	0	0	0.113734	0	0	0	0.420093	0.372435	0	0	0	0	0.104165	0	0	0	0	0	0	0	0	0	0.416168	0.094623	0	0	0	0	0	0
Nitab4.5_0000028g0240	17.425016	20.928118	21.52578	18.284498	16.627056	19.65905	19.468031	18.622732	17.247934	18.396099	18.333227	18.316261	20.20179	20.924845	23.755333	13.347658	15.016762	17.330557	14.613533	14.427357	13.168894	13.653802	14.997906	16.241892	14.584802	12.11183	14.109285	17.315424	16.165112	15.481154
Nitab4.5_0003173g0080	4.109972	4.468567	4.23329	5.784649	5.361534	5.000659	3.926353	3.641118	2.545518	2.949519	4.335525	2.76546	2.515352	1.568682	3.017349	6.447622	6.51573	4.958676	6.671668	5.624724	7.442516	4.277287	4.818205	3.766025	2.908085	3.351437	2.718967	2.348961	2.329412	1.860368
Nitab4.5_0004792g0040	49.146141	45.06575	45.62608	52.280933	56.683094	52.854446	55.403244	58.197254	58.716587	62.912937	66.798149	66.079132	63.589897	64.920807	59.223736	53.693596	45.955799	47.147469	54.147148	57.66626	51.607906	61.573452	60.347809	60.929771	74.957085	75.374931	64.494492	70.973045	76.769295	74.551804
Nitab4.5_0001417g0100	6.98396	6.801538	6.140716	2.692294	2.221907	3.454836	3.887105	1.166966	2.837195	1.251267	2.675462	4.38129	4.186799	4.07817	5.031415	3.738276	6.476218	8.321349	3.298005	1.899823	0.602737	2.91409	4.120669	3.427261	1.161186	2.464909	1.958842	4.404265	2.732329	5.978724
Nitab4.5_0000114g0040	9.960112	9.316521	8.726236	10.051815	9.538527	9.497439	13.708101	10.439921	10.119934	15.682115	11.483682	10.272601	15.59219	12.876604	18.285631	6.756793	8.497382	8.742182	9.948982	7.047859	8.200236	8.526167	10.045679	9.096609	10.161848	8.502829	9.543246	11.815815	14.096422	11.705494
Nitab4.5_0001163g0120	14.59547	13.754111	16.989853	21.97307	15.408086	13.359141	12.404544	11.673817	14.567627	12.22732	12.717112	14.567183	13.98071	12.006927	23.536325	15.00256	11.807249	8.942387	10.628448	13.349756	16.575455	12.42824	10.040834	12.291558	10.011632	10.245212	10.139158	12.690895	10.927022	13.468719
Nitab4.5_0000249g0140	76.408951	85.144257	83.829308	100.523087	87.807716	94.299393	84.943924	80.634445	80.031067	75.300484	72.891045	82.745834	75.43795	70.925156	71.816956	78.816925	105.042213	99.310585	100.939598	95.104462	78.85762	86.298386	88.656136	82.387169	70.024704	70.468155	63.057659	67.036942	63.151852	71.819382
Nitab4.5_0000069g0190	3.425761	3.113486	3.503287	4.548898	5.622214	6.167117	6.580496	5.839174	6.983683	7.754443	7.941382	8.999409	3.556905	4.190052	4.174755	2.18181	1.942398	1.399333	2.933695	3.064375	5.431417	4.470666	5.035033	3.113345	3.357923	3.745351	3.62826	2.131745	3.937689	2.697574
Nitab4.5_0004325g0040	0.033419	0.03682	0.139203	0	0.25799	0.033437	0.029193	0.151946	0.06197	0.269215	0.134904	0.099548	0.033231	0	0.140929	0.240276	0	0	0.053821	0.133029	0.029292	0.18022	0	0.197343	0.105894	0.03394	0	0.030903	0.097492	0.067225
